mon data pour n=1					
	rho	F(rho)		rho	G(rho)
	6.604582	690.870365			
	6.607371	691.438187			
	6.609767	691.673011			
	6.612399	692.091187			
	6.615071	692.123708			
	6.617585	692.438985			
	6.6223	693.239902			
	6.624892	693.172108			
	6.627367	693.875171			
	6.63	693.844871			
	6.632868	694.417896			
	6.635382	694.703953			
	6.637582	694.734589			
	6.640096	695.454706			
	6.642768	695.42805			
	6.645203	695.634324			
	6.647482	696.156319			
	6.652	696.696755			
	6.654278	696.778697			
	6.656871	697.090728			
	6.661389	697.60184			
	6.6641	698.013855			
	6.666771	698.372527			
	6.669168	698.505373			
	6.6718	698.823108			
	6.674472	699.168033			
	6.676986	699.843078			
	6.6817	700.005846			
	6.684293	700.735454			
	6.686768	700.901095			
	6.6894	701.188396			
	6.69219	701.616032			
	6.694704	701.799082			
	6.696982	702.240758			
	6.699379	702.338116			
	6.70209	702.666277			
	6.704604	702.830468			
	6.706765	703.181742			
	6.711283	703.555264			
	6.713875	704.228335			
	6.716704	704.625851			
	6.719297	704.846081			
	6.721693	704.883139			
	6.72629	705.740799			
	6.728568	705.669374			
	6.731083	706.274943			
	6.733676	706.448878			
	6.736269	706.617653			
	6.740904	706.989325			
	6.743576	707.705249			
	6.743576	707.705249			
	6.745972	707.695381			
	6.748683	708.417672			
	6.751472	708.737142			
	6.753987	708.808067			
	6.756187	709.103668			
	6.758701	709.184198			
	6.761294	709.792715			
	6.765772	709.952149			
	6.768287	710.50561			
	6.770565	710.844537			
	6.77308	710.8968			
	6.775869	711.147649			
	6.778501	711.763421			
	6.780898	712.203247			
	6.785376	712.294531			
	6.787694	712.639323			
	6.790287	713.226015			
	6.79288	713.282621			
	6.795394	713.797716			
	6.800069	713.996586			
	6.802701	714.576616			
	6.805098	714.980698			
	6.807769	715.070663			
	6.810598	715.283679			
	6.813269	715.900901			
	6.815784	715.844567			
	6.818573	716.5512			
	6.82148	716.806433			
	6.823994	717.278824			
	6.826273	717.006437			
	6.828866	717.513709			
	6.831577	717.606091			
	6.834287	718.202283			
	6.836802	718.654619			
	6.839473	718.676722			
	6.84238	718.886649			
	6.844895	719.325544			
	6.847173	719.566261			
	6.849766	720.041329			
	6.852477	720.066874			
	6.855188	720.652406			
	6.857584	720.952007			
	6.860295	720.982507			
	6.863202	721.717826			
	6.865873	721.681153			
	6.868466	722.125713			
	6.870784	722.360499			
	6.873298	722.732197			
	6.875577	722.926569			
	6.878091	723.312425			
	6.878091	723.312425			
	6.880802	723.834836			
	6.883395	723.715755			
	6.886184	724.293625			
	6.888895	724.236919			
	6.89137	724.567362			
	6.894002	725.024168			
	6.896477	725.323668			
	6.898795	725.511285			
	6.90127	725.8255			
	6.903981	726.308085			
	6.906692	726.810011			
	6.909481	726.770431			
	6.911877	727.00072			
	6.914588	727.465054			
	6.917181	727.850365			
	6.919774	728.231105			
	6.921974	728.25715			
	6.924488	728.563656			
	6.927081	728.932001			
	6.929478	729.107462			
	6.932188	729.565354			
	6.934978	730.08386			
	6.937688	729.910383			
	6.940203	730.164772			
	6.942403	730.777788			
	6.944799	730.949833			
	6.947471	731.347506			
	6.949867	731.486237			
	6.952774	732.072005			
	6.955367	732.365717			
	6.957803	732.547373			
	6.960396	732.855771			
	6.965071	733.005763			
	6.967703	733.333373			
	6.970099	734.078646			
	6.972771	734.405913			
	6.975599	734.260353			
	6.978271	734.576102			
	6.980785	734.779465			
	6.983496	735.143165			
	6.986285	735.542662			
	6.9888	735.731165			
	6.991196	736.451576			
	6.993671	736.598609			
	6.9965	737.012559			
	6.998975	737.149191			
	7.001292	737.14813			
	7.003885	737.347741			
	7.006596	737.667146			
	7.009503	738.121037			
	7.009503	738.121037			
	7.012175	738.396757			
	7.014571	739.0885			
	7.017282	739.388691			
	7.019678	739.391691			
	7.022075	739.415423			
	7.024589	740.194092			
	7.0273	740.474369			
	7.030168	740.855526			
	7.032879	741.124745			
	7.035275	741.12205			
	7.037868	741.253697			
	7.040382	742.012515			
	7.0427	741.928139			
	7.045175	741.971156			
	7.047886	742.886904			
	7.050597	743.09301			
	7.053386	743.38715			
	7.055782	743.341996			
	7.058493	743.530235			
	7.061086	744.329114			
	7.063679	744.434518			
	7.065879	744.893437			
	7.068393	744.921987			
	7.070986	744.98395			
	7.073382	745.626712			
	7.075975	745.677754			
	7.078883	746.018634			
	7.081593	746.157416			
	7.08399	746.786837			
	7.086268	746.546542			
	7.088704	747.174032			
	7.091297	747.219549			
	7.093772	747.87394			
	7.096601	748.110178			
	7.099272	748.177073			
	7.101668	748.753426			
	7.104301	748.804335			
	7.106501	749.20583			
	7.108976	749.11149			
	7.111569	749.841657			
	7.114397	750.038478			
	7.117069	750.064797			
	7.119465	750.615499			
	7.121901	751.196904			
	7.124494	751.169602			
	7.12909	751.334522			
	7.131683	752.03569			
	7.13408	752.565424			
	7.136672	752.480509			
	7.13958	752.687606			
	7.13958	752.687606			
	7.142094	753.306837			
	7.144372	752.962708			
	7.146965	753.641334			
	7.149676	753.626119			
	7.152583	754.597618			
	7.155294	754.57009			
	7.15769	755.064236			
	7.160283	754.953543			
	7.162798	755.541083			
	7.165076	755.922916			
	7.167591	755.726715			
	7.17038	756.540343			
	7.173169	756.568373			
	7.17588	756.489725			
	7.178276	756.951137			
	7.180987	757.681209			
	7.183698	757.615395			
	7.186173	758.133757			
	7.188491	758.512741			
	7.190887	758.157372			
	7.193598	758.867393			
	7.196466	758.905669			
	7.198902	759.336881			
	7.201494	759.965222			
	7.204166	759.782566			
	7.20668	760.334266			
	7.20888	760.54536			
	7.211395	761.089988			
	7.213987	760.814274			
	7.216895	761.658016			
	7.219291	761.230398			
	7.221884	761.792469			
	7.224595	762.453107			
	7.22707	762.073762			
	7.22927	762.281675			
	7.231666	762.656977			
	7.234298	763.233039			
	7.236773	763.66855			
	7.239602	763.564449			
	7.242273	764.161184			
	7.24467	764.515374			
	7.247302	764.218943			
	7.249502	765.24636			
	7.251977	764.801299			
	7.25457	765.308313			
	7.257399	766.017344			
	7.259991	765.652957			
	7.262466	766.043822			
	7.264902	766.396044			
	7.267495	766.882049			
	7.267495	766.882049			
	7.269577	766.918103			
	7.272092	767.326707			
	7.274684	767.800624			
	7.277474	767.559757			
	7.280067	768.023117			
	7.282502	768.344734			
	7.284899	768.627442			
	7.287492	769.078381			
	7.289692	769.181115			
	7.292088	769.450961			
	7.294878	770.097477			
	7.297588	769.695929			
	7.300103	770.054021			
	7.302499	770.304763			
	7.304895	770.5504			
	7.30737	770.896935			
	7.30957	770.926052			
	7.311967	771.194835			
	7.314796	771.801524			
	7.317388	772.197823			
	7.319981	772.589269			
	7.322378	772.803314			
	7.324971	773.185928			
	7.327681	773.667324			
	7.330274	773.104276			
	7.332789	774.339922			
	7.337267	774.440046			
	7.339585	774.590778			
	7.342099	774.87064			
	7.344771	775.284531			
	7.347285	775.555547			
	7.349603	775.647803			
	7.351999	775.804704			
	7.354671	776.199477			
	7.357499	776.727139			
	7.359896	776.869071			
	7.362567	777.249087			
	7.365003	777.454119			
	7.367675	777.823376			
	7.369875	777.77185			
	7.372271	777.888245			
	7.374982	778.276742			
	7.377771	778.730404			
	7.380403	779.039547			
	7.3828	779.134577			
	7.385275	779.29454			
	7.387868	779.553052			
	7.390068	779.458086			
	7.392503	780.612087			
	7.395175	780.927065			
	7.395175	780.927065			
	7.398004	780.364965			
	7.400596	780.596818			
	7.402993	781.665182			
	7.405389	781.75511			
	7.407982	781.973444			
	7.410182	781.836678			
	7.412579	781.868966			
	7.415172	782.070281			
	7.418	782.474349			
	7.420672	782.733607			
	7.423068	783.825203			
	7.425504	783.866135			
	7.427979	783.936496			
	7.430375	783.931534			
	7.432575	784.797068			
	7.435168	784.999392			
	7.437997	785.321741			
	7.44059	785.512785			
	7.443104	785.585451			
	7.445383	785.441571			
	7.447897	785.502456			
	7.450097	786.349448			
	7.452493	786.295513			
	7.455283	786.628964			
	7.457875	786.737877			
	7.460468	786.840115			
	7.462904	787.884577			
	7.465497	787.978251			
	7.468168	788.179122			
	7.470879	788.364941			
	7.473276	788.2639			
	7.477794	788.90188			
	7.480072	789.833146			
	7.482665	789.888095			
	7.485297	789.970822			
	7.487772	789.906514			
	7.489972	790.756972			
	7.492486	790.717369			
	7.495197	790.847551			
	7.497987	791.0418			
	7.500383	792.057148			
	7.502976	792.064646			
	7.50549	791.994219			
	7.508083	791.98821			
	7.510401	792.876705			
	7.512797	792.683234			
	7.51539	792.705337			
	7.518297	792.956625			
	7.52089	794.08073			
	7.523287	793.861624			
	7.523287	793.861624			
	7.525801	793.742284			
	7.528394	794.90496			
	7.530594	794.490807			
	7.532991	795.472619			
	7.535583	795.401898			
	7.538373	795.499914			
	7.541083	795.520119			
	7.54348	796.442124			
	7.545876	796.215349			
	7.548469	796.110463			
	7.550866	797.023408			
	7.553066	796.553002			
	7.555698	797.721194			
	7.558487	797.770475			
	7.56108	797.635042			
	7.563477	798.582023			
	7.565873	798.207783			
	7.568466	798.100618			
	7.570902	799.026184			
	7.573102	798.502687			
	7.575577	799.506505			
	7.578366	799.503811			
	7.581077	799.422962			
	7.583473	800.296786			
	7.585791	799.896703			
	7.588384	800.942794			
	7.590466	800.267511			
	7.592902	801.21555			
	7.595573	801.060617			
	7.598402	802.309192			
	7.600877	802.015439			
	7.603273	801.589836			
	7.605866	802.613582			
	7.608577	802.461026			
	7.611288	803.638876			
	7.613684	803.186451			
	7.618202	803.357727			
	7.620481	804.078154			
	7.622995	803.706184			
	7.625666	804.829898			
	7.628181	804.445312			
	7.630381	805.081286			
	7.632895	804.681884			
	7.635488	805.721811			
	7.638395	805.667361			
	7.640791	806.522015			
	7.643384	806.166666			
	7.645899	807.069513			
	7.648492	806.700314			
	7.650692	807.362805			
	7.650692	807.362805			
	7.653167	806.871343			
	7.655799	807.921631			
	7.658588	807.703138			
	7.661299	808.765196			
	7.663695	808.172322			
	7.666092	808.994289			
	7.668685	808.566768			
	7.670885	809.203298			
	7.673399	810.069307			
	7.675992	809.620331			
	7.678781	809.34246			
	7.681374	810.324487			
	7.683771	809.670621			
	7.686167	810.408485			
	7.688799	811.417722			
	7.691196	810.743712			
	7.693396	811.348337			
	7.695988	812.255356			
	7.698778	811.919654			
	7.701371	811.394141			
	7.703885	812.272145			
	7.706281	812.98346			
	7.708796	812.420252			
	7.711192	813.124665			
	7.713392	813.645092			
	7.715867	813.02421			
	7.718696	814.114189			
	7.721367	813.600405			
	7.723803	814.379047			
	7.726082	815.011645			
	7.728675	814.343719			
	7.730992	815.003556			
	7.733192	815.55381			
	7.735589	816.222879			
	7.7383	815.693154			
	7.741089	816.774825			
	7.743603	816.047281			
	7.746196	816.880242			
	7.748868	816.279398			
	7.7515	817.199577			
	7.753975	817.974026			
	7.758493	817.473191			
	7.760771	818.054121			
	7.763286	818.788636			
	7.765996	818.170055			
	7.768471	818.921707			
	7.770671	819.353908			
	7.773068	820.027276			
	7.775779	819.376711			
	7.778568	820.405357			
	7.778568	820.342517			
	7.781279	819.735501			
	7.783675	820.328363			
	7.786189	821.090288			
	7.788782	820.28695			
	7.790982	820.685272			
	7.793379	821.325112			
	7.79609	822.254515			
	7.798879	821.598905			
	7.801472	822.347104			
	7.803868	822.972266			
	7.806382	822.035621			
	7.808975	822.769484			
	7.811175	823.199476			
	7.813572	823.810302			
	7.816204	822.949063			
	7.818993	823.849041			
	7.821586	824.628449			
	7.8241	825.267246			
	7.826497	824.151955			
	7.828972	824.809093			
	7.831486	825.433909			
	7.833568	825.718628			
	7.836201	826.513834			
	7.83899	825.721251			
	7.841701	826.511104			
	7.844097	827.071916			
	7.846493	825.884495			
	7.848969	826.44094			
	7.851404	827.025484			
	7.853604	827.318067			
	7.856079	827.931334			
	7.858869	827.065458			
	7.861579	827.889118			
	7.863976	828.347222			
	7.866294	828.796239			
	7.868887	829.430802			
	7.871204	829.873657			
	7.873365	830.096878			
	7.875801	828.838472			
	7.878472	829.595849			
	7.881183	830.387696			
	7.883776	830.996053			
	7.886369	829.844966			
	7.88908	830.620976			
	7.891672	831.213389			
	7.894069	831.688947			
	7.898705	832.411406			
	7.900983	832.764591			
	7.903498	831.473632			
	7.906091	832.038057			
	7.906091	832.038057			
	7.908566	832.559295			
	7.910883	832.857922			
	7.91328	833.299272			
	7.915991	833.958701			
	7.91878	832.866272			
	7.921373	833.474166			
	7.923769	833.821321			
	7.926284	834.349139			
	7.928876	834.872557			
	7.931076	835.09621			
	7.933591	835.610815			
	7.936184	836.121836			
	7.938973	834.950725			
	7.941684	835.633569			
	7.94408	835.941869			
	7.946477	836.320052			
	7.949069	836.804428			
	7.95127	836.990669			
	7.953666	837.281068			
	7.956298	837.866049			
	7.959087	838.593727			
	7.961798	837.255437			
	7.964195	837.522796			
	7.966591	837.863089			
	7.969066	838.195308			
	7.97158	838.636382			
	7.97378	838.698845			
	7.976295	839.132455			
	7.979084	839.821526			
	7.981795	840.353283			
	7.984191	840.660648			
	7.986588	840.885602			
	7.989102	841.29599			
	7.991498	841.511173			
	7.993699	841.615385			
	7.996174	841.895043			
	7.999002	842.583661			
	8.001674	841.039711			
	8.00407	841.303929			
	8.006388	841.411052			
	8.008902	841.777047			
	8.011299	841.946585			
	8.013499	842.005827			
	8.015895	842.164939			
	8.018488	842.585488			
	8.021277	843.108223			
	8.02387	843.519			
	8.026385	843.7689			
	8.029174	844.356899			
	8.031767	844.752793			
	8.031767	844.670867			
	8.034202	844.91216			
	8.038681	844.925297			
	8.040999	845.039717			
	8.043592	845.326477			
	8.046185	845.690812			
	8.048699	845.891786			
	8.050899	845.873508			
	8.053295	845.951101			
	8.055967	846.369535			
	8.058796	846.932295			
	8.061467	847.253847			
	8.063903	847.4326			
	8.066299	847.481533			
	8.068892	847.798692			
	8.071171	847.722753			
	8.073567	847.840631			
	8.076199	848.089697			
	8.078989	848.571544			
	8.081699	848.972993			
	8.084096	848.980337			
	8.086492	849.068634			
	8.089085	849.25111			
	8.091285	851.353095			
	8.093682	851.430564			
	8.096274	851.601114			
	8.099103	852.08111			
	8.101775	852.314509			
	8.104171	852.36709			
	8.106567	852.324536			
	8.109082	852.478594			
	8.111596	852.625679			
	8.113678	852.264883			
	8.116271	852.4748			
	8.1191	852.813893			
	8.121771	853.087523			
	8.124168	852.999637			
	8.126486	852.920878			
	8.129078	853.009721			
	8.131475	855.308439			
	8.133675	855.10333			
	8.136189	855.101544			
	8.138979	855.450303			
	8.141571	855.602955			
	8.144086	855.580776			
	8.1466	855.553436			
	8.149389	855.874853			
	8.151982	856.001887			
	8.154379	855.838554			
	8.158975	857.878425			
	8.161293	857.624823			
	8.161293	857.624823			
	8.163768	857.612199			
	8.166479	857.722519			
	8.168993	857.732853			
	8.171272	857.412623			
	8.173668	857.294453			
	8.176379	857.375489			
	8.179168	857.623174			
	8.181604	859.970686			
	8.184275	860.098204			
	8.186868	860.04229			
	8.189383	860.002652			
	8.191583	859.552687			
	8.193979	859.385754			
	8.19669	859.413988			
	8.199479	859.611114			
	8.20219	862.229416			
	8.204586	861.937164			
	8.206983	861.738776			
	8.209576	861.722904			
	8.211776	861.218501			
	8.21429	861.112414			
	8.216883	863.620556			
	8.219672	863.669722			
	8.222265	863.621775			
	8.224779	863.388282			
	8.227176	863.135476			
	8.229769	862.961771			
	8.231969	862.504182			
	8.234404	864.863403			
	8.236997	864.672578			
	8.239787	864.767106			
	8.242379	864.664293			
	8.244894	864.372131			
	8.247172	863.947348			
	8.249765	866.462696			
	8.252201	866.078465			
	8.254401	865.559899			
	8.256994	865.309008			
	8.259783	865.346689			
	8.262376	867.865618			
	8.264773	867.40531			
	8.267169	867.042845			
	8.269683	866.681735			
	8.27208	866.302293			
	8.27428	868.441143			
	8.276794	868.168058			
	8.279583	868.044714			
	8.282176	867.829422			
	8.284691	867.420219			
	8.287284	869.944477			
	8.287284	869.944477			
	8.289994	869.82771			
	8.292587	869.475336			
	8.295101	869.148121			
	8.297184	868.279981			
	8.29958	870.614652			
	8.302094	870.267436			
	8.304373	869.570285			
	8.306966	869.28365			
	8.309677	871.927685			
	8.312269	871.630988			
	8.314666	871.01739			
	8.319302	872.695634			
	8.32158	871.946178			
	8.324095	871.534364			
	8.32657	873.95392			
	8.329202	873.530101			
	8.331402	872.790612			
	8.333877	872.192289			
	8.33647	874.728743			
	8.339298	874.582634			
	8.34197	874.272822			
	8.344366	873.566586			
	8.346802	873.007594			
	8.349395	875.546035			
	8.351595	874.625089			
	8.35407	874.080944			
	8.356702	876.660792			
	8.359491	876.295064			
	8.362084	875.845642			
	8.364599	875.188897			
	8.366995	877.540103			
	8.36947	876.954269			
	8.371984	876.274465			
	8.374184	875.39609			
	8.376777	877.940585			
	8.379567	877.629769			
	8.382199	877.031381			
	8.384595	876.312326			
	8.386992	878.66595			
	8.389584	878.007676			
	8.391981	877.265462			
	8.394181	879.428077			
	8.396695	878.666081			
	8.399485	878.287943			
	8.402195	880.956239			
	8.404592	880.053038			
	8.40687	879.147337			
	8.409503	878.45626			
	8.411781	880.698674			
	8.413981	879.691774			
	8.413981	879.691774			
	8.416574	882.247386			
	8.419403	881.848257			
	8.421995	881.076993			
	8.424392	880.100303			
	8.426985	882.656843			
	8.429774	882.181107			
	8.432367	881.502567			
	8.434803	883.907502			
	8.437003	882.695921			
	8.439281	881.680955			
	8.441796	884.163904			
	8.444192	883.120065			
	8.446667	882.2722			
	8.449378	884.950966			
	8.451971	884.207992			
	8.454367	883.124865			
	8.459003	884.240916			
	8.461282	883.14796			
	8.463796	885.634354			
	8.466271	884.586412			
	8.468903	883.814783			
	8.471103	885.991434			
	8.473578	885.052693			
	8.476171	887.621995			
	8.479	886.880882			
	8.481671	886.108869			
	8.484068	888.485899			
	8.486503	887.324613			
	8.489096	886.445554			
	8.491296	888.628135			
	8.493693	887.398978			
	8.496403	886.61021			
	8.499193	889.378538			
	8.501786	888.315569			
	8.504182	887.186005			
	8.506578	889.565259			
	8.509171	888.612259			
	8.511568	890.995191			
	8.513768	889.495155			
	8.5164	888.553643			
	8.519189	891.327391			
	8.5219	890.304327			
	8.524296	889.099593			
	8.526693	891.483386			
	8.529168	890.194702			
	8.531604	892.620426			
	8.533804	891.184125			
	8.536397	889.981482			
	8.539186	892.759042			
	8.541779	891.684594			
	8.541779	891.684594			
	8.544175	890.254011			
	8.546572	892.640315			
	8.549086	891.458172			
	8.551483	893.847561			
	8.553682	892.33205			
	8.556079	894.723646			
	8.558672	893.435173			
	8.5615	892.516371			
	8.564093	895.104606			
	8.566568	893.664483			
	8.569397	892.711445			
	8.57199	895.299996			
	8.574386	893.750022			
	8.576586	895.948358			
	8.578983	894.527942			
	8.581497	897.042719			
	8.583776	895.334175			
	8.58629	897.851072			
	8.589001	896.709897			
	8.591594	895.280813			
	8.59399	897.679202			
	8.59619	895.99145			
	8.598586	898.391609			
	8.601101	897.003219			
	8.603379	899.28763			
	8.605776	897.603514			
	8.60829	896.179579			
	8.611001	898.895156			
	8.613594	897.371515			
	8.615872	899.656558			
	8.618072	897.876733			
	8.620469	900.281305			
	8.622905	898.559932			
	8.625183	900.847704			
	8.627776	899.426352			
	8.630487	897.943824			
	8.633001	900.46663			
	8.63528	898.691684			
	8.63748	900.900545			
	8.639876	899.060999			
	8.642273	901.468111			
	8.644787	899.888227			
	8.647065	902.178699			
	8.649776	900.779338			
	8.652291	903.309484			
	8.654569	901.286655			
	8.656691	903.422115			
	8.659087	901.665436			
	8.661484	904.078965			
	8.664076	902.327764			
	8.664076	902.327764			
	8.666276	904.544797			
	8.668987	903.058976			
	8.671501	905.594981			
	8.67378	903.483829			
	8.675902	905.624004			
	8.67818	903.663454			
	8.680694	906.200879			
	8.683169	904.24349			
	8.685369	906.464604			
	8.687884	904.698472			
	8.690477	907.317959			
	8.692795	905.327623			
	8.694877	907.431929			
	8.697273	905.325376			
	8.699788	907.86689			
	8.702498	906.232676			
	8.704895	908.657176			
	8.707684	906.901601			
	8.710473	905.304874			
	8.712988	907.845932			
	8.715384	905.649258			
	8.717898	908.191136			
	8.720688	906.543795			
	8.723398	909.287088			
	8.725795	907.039984			
	8.728466	909.744738			
	8.731373	908.17003			
	8.734084	910.917899			
	8.736677	908.81776			
	8.738995	911.168366			
	8.74147	909.108393			
	8.743984	911.659194			
	8.746302	909.411887			
	8.748895	912.043284			
	8.751567	909.946706			
	8.754474	912.899079			
	8.757184	911.001171			
	8.759581	913.436858			
	8.762174	911.206647			
	8.764688	913.762715			
	8.766967	911.376729			
	8.769481	913.93313			
	8.772192	911.76975			
	8.775099	914.727324			
	8.77777	912.684089			
	8.780167	915.123688			
	8.782878	912.90456			
	8.78547	915.544893			
	8.788103	913.410308			
	8.790303	915.651209			
	8.790303	915.651209			
	8.792778	913.136986			
	8.79537	915.777646			
	8.798278	913.871796			
	8.800674	916.313987			
	8.803267	914.056879			
	8.805978	916.820236			
	8.808492	914.25999			
	8.810692	916.502445			
	8.813167	914.072593			
	8.815799	916.755434			
	8.818667	914.498236			
	8.821103	916.981632			
	8.823696	914.612936			
	8.826171	917.136611			
	8.828803	914.579983			
	8.833478	919.352255			
	8.836071	916.92443			
	8.838899	919.81607			
	8.841571	917.232167			
	8.843967	919.682112			
	8.846403	917.032769			
	8.848996	919.683093			
	8.851196	916.762113			
	8.856303	921.987856			
	8.859093	919.42626			
	8.861685	922.083154			
	8.8642	919.207764			
	8.866596	921.662348			
	8.869071	918.928771			
	8.873668	923.640762			
	8.8763	921.02966			
	8.879089	923.892562			
	8.8818	921.116186			
	8.884196	923.575372			
	8.886593	920.657446			
	8.889068	923.196008			
	8.891504	920.073583			
	8.896297	924.992374			
	8.899086	922.412311			
	8.901679	925.076618			
	8.904075	921.839195			
	8.906472	924.299687			
	8.908986	921.370983			
	8.913582	926.093307			
	8.915979	922.782208			
	8.915979	922.782208			
	8.918572	925.446991			
	8.9214	922.766627			
	8.926468	927.981884			
	8.929297	925.036416			
	8.93189	927.707307			
	8.934286	924.510325			
	8.938883	929.247504			
	8.941397	926.131511			
	8.943675	928.480663			
	8.94619	925.099607			
	8.951493	930.570328			
	8.95389	927.250807			
	8.95609	929.521357			
	8.958486	925.936013			
	8.963279	930.882355			
	8.965597	927.410485			
	8.96819	930.087219			
	8.970901	926.746966			
	8.975772	931.778356			
	8.977972	928.104763			
	8.982804	933.102345			
	8.985083	929.223719			
	8.987676	931.905061			
	8.990269	928.552632			
	8.99518	933.633448			
	8.997301	929.504669			
	9.002173	934.549542			
	9.004687	931.029877			
	9.006965	933.389783			
	9.009598	929.955825			
	9.014469	935.002375			
	9.016591	930.741669			
	9.021383	935.710458			
	9.023898	932.056148			
	9.028769	937.113293			
	9.031284	933.160738			
	9.035801	937.855131			
	9.03808	933.863234			
	9.03808	933.863234			
	9.040594	936.474656			
	9.042991	932.311032			
	9.047784	937.286664			
	9.050377	933.536045			
	9.054777	938.108594			
	9.057094	933.761711			
	9.06228	939.153974			
	9.064795	935.216665			
	9.070373	941.027235			
	9.072888	936.77369			
	9.075166	939.146369			
	9.077798	935.239248			
	9.08318	940.84391			
	9.085695	936.756705			
	9.091195	942.493308			
	9.093984	938.374014			
	9.098895	943.502696			
	9.10137	939.26337			
	9.106202	944.314109			
	9.108677	939.748323			
	9.111466	942.661854			
	9.114295	938.694808			
	9.119402	944.029856			
	9.122074	939.562025			
	9.126788	944.489713			
	9.129381	940.160385			
	9.134802	945.832638			
	9.137592	941.373125			
	9.142699	946.722085			
	9.14537	942.355252			
	9.150085	947.296383			
	9.152599	942.710542			
	9.158099	948.479369			
	9.160495	943.416889			
	9.165799	948.98282			
	9.165799	948.98282			
	9.168274	944.230045			
	9.172988	949.179744			
	9.175699	944.321474			
	9.180885	949.767651			
	9.183478	945.021863			
	9.188585	950.388862			
	9.190903	944.987373			
	9.195892	950.22957			
	9.198682	945.562018			
	9.203789	950.93121			
	9.206303	945.603221			
	9.213492	953.169759			
	9.216085	948.151222			
	9.221467	953.824823			
	9.223982	948.346435			
	9.228893	953.522368			
	9.231368	948.253202			
	9.236082	953.220684			
	9.238871	948.217639			
	9.246375	956.135372			
	9.248889	950.431674			
	9.253486	955.284839			
	9.256079	949.922728			
	9.2615	955.646116			
	9.263896	949.67513			
	9.271204	957.394607			
	9.273404	951.466339			
	9.278393	956.739859			
	9.281182	951.027655			
	9.289079	959.382776			
	9.291672	953.70847			
	9.291672	953.70847			
	9.294068	956.243333			
	9.296268	958.576216			
	9.298586	952.195048			
	9.305972	960.015677			
	9.308683	954.304665			
	9.316068	962.141834			
	9.31819	955.365319			
	9.325379	963.000991			
	9.327972	956.990196			
	9.333197	962.542469			
	9.335594	956.245831			
	9.342469	963.551807			
	9.344904	956.846342			
	9.352604	965.037092			
	9.355001	958.547051			
	9.361876	965.869135			
	9.364469	959.134067			
	9.371894	967.048374			
	9.374172	960.246249			
	9.381205	967.748174			
	9.38368	960.687018			
	9.391066	968.570506			
	9.393383	961.619077			
	9.400298	969.003879			
	9.402773	961.738221			
	9.41008	969.544467			
	9.412398	962.386805			
	9.412398	962.386805			
	9.419391	969.860268			
	9.422102	962.635672			
	9.430077	971.16478			
	9.432591	964.008242			
	9.440291	972.252857			
	9.442884	965.066947			
	9.450977	973.742683			
	9.453688	966.176465			
	9.461073	974.099285			
	9.463588	966.602157			
	9.47117	974.739333			
	9.473998	967.056421			
	9.481777	975.408306			
	9.484291	967.682064			
	9.491795	975.741921			
	9.494467	967.645836			
	9.502402	976.170613			
	9.505074	968.369102			
	9.514974	979.022353			
	9.517803	970.827585			
	9.525503	979.12333			
	9.527978	970.842746			
	9.535403	978.84036			
	9.538192	970.779593			
	9.540588	973.353343			
	9.540588	973.353343			
	9.548289	981.668818			
	9.550567	972.459102			
	9.558385	980.893761			
	9.561096	972.464813			
	9.570682	982.815864			
	9.573196	973.569309			
	9.583685	984.913194			
	9.586082	975.843913			
	9.595785	986.356714			
	9.598575	977.079221			
	9.606078	985.207989			
	9.608593	975.968728			
	9.618571	986.780113			
	9.621203	977.019871			
	9.630868	987.498913			
	9.632989	977.504087			
	9.6434	988.801306			
	9.645993	978.65288			
	9.655893	989.404182			
	9.65829	979.375856			
	9.665675	987.390627			
	9.665675	987.390627			
	9.668386	990.348397			
	9.670979	980.359185			
	9.682686	993.104659			
	9.685083	982.174188			
	9.695179	993.175298			
	9.697379	981.849032			
	9.709794	995.386724			
	9.712269	984.672538			
	9.724094	997.59862			
	9.726372	986.473685			
	9.735997	997.00007			
	9.738276	985.134827			
	9.75069	998.712504			
	9.752969	987.183847			
	9.764676	1000.007969			
	9.767191	987.938838			
	9.778976	1000.857655			
	9.781687	989.354475			
	9.786873	995.025551			
	9.786873	995.025551			
	9.78978	998.2189			
	9.794573	1003.505809			
	9.797166	991.034036			
	9.807695	1002.599778			
	9.810602	990.85523			
	9.823173	1004.67617			
	9.825491	991.421412			
	9.83877	1006.031763			
	9.841402	993.475102			
	9.854091	1007.459373			
	9.856881	994.172548			
	9.869492	1008.077362			
	9.871888	994.728416			
	9.885088	1009.293771			
	9.887602	995.799475			
	9.902885	1012.69726			
	9.905281	998.095422			
	9.915181	1009.033235			
	9.915181	1009.033235			
	9.917971	1012.13628			
	9.920681	998.271006			
	9.935374	1014.547256			
	9.938203	999.79583			
	9.952778	1015.96247			
	9.955371	1001.304125			
	9.970575	1018.196637			
	9.972775	1002.054687			
	9.988096	1019.08923			
	9.990375	1003.403288			
	9.997682	1011.50152			











































































































































































































